Data_center,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,Zone_id,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,carbon_emission_2023_tons,carbon_emission_per_hour_2023_tons
Amazon AWS PDX - 1650 Beach,1650 Beach Access Rd,-157.0610252,58.7370403,RANGE_INTERPOLATED,US-AK,58840.94495,6.717002849,,0
Amazon AWS PDX - 3250 Beach,3250 Beach Access Rd,-157.0610252,58.7370403,RANGE_INTERPOLATED,US-AK,58840.94495,6.717002849,,0
GCI Anchorage,6831 Arctic Blvd,-149.8899852,61.1584545,ROOFTOP,US-AK,93718.09,10.6984121,,0
Equinix LA7,1501 Francisco Street,-122.4265935,37.8030249,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
2334 Lundy Place (SJC26),2334 Lundy Place,-121.8894616,37.4039431,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
150 South First St,150 South First Street,-121.8813797,37.3238204,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV1,11 Great Oaks Boulevard,-121.7833286,37.2415906,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV3,1735 Lundy Ave,-121.8885624,37.3881855,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Prime San Jose,6580 Via del Oro,-121.7823671,37.2353384,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Element Critical Silicon Valley,1360 Kifer Rd,-121.9874965,37.3720711,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Evocative OAK1,1400 65th Stret,-122.2927661,37.84685993,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite San Jose (SV1),55 South Market Street,-121.8917214,37.3341801,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
QTS Santa Clara I & II,2805/2807 Mission College Blvd,-121.978398,37.3927539,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Rackspace San Jose,150 South 1st St,-121.8879416,37.33364378,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV11,5 Great Oaks Boulevard,-121.7845084,37.242022,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite Santa Clara (SV2),1656 McCarthy Blvd.,-121.9162408,37.4056888,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV10,7 Great Oaks Boulevard,-121.7849556,37.2413955,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY01B,2001 Fortune Drive,-121.8932703,37.4018402,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Evocative SJC7,534 Stockton Ave,-121.9101958,37.3384465,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY01A,2001 Fortune Drive,-121.8928701,37.40208135,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
ColoCrossing SJ1,55 S. Market Street,-121.8917214,37.33422273,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV5,9 Great Oaks Boulevard,-121.7816047,37.2418698,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
H5 Data Centers San Jose,2030 Fortune Dr,-121.8929031,37.4010674,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY06,1849 Fortune Dr,-121.8929031,37.4010674,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY05,2400 Ringwood Ave,-121.8950378,37.4029146,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Synoptek - San Jose Data Center,11 Great Oaks Blvd,-121.7833286,37.2415906,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix LA7,1501 Francisco Street,-122.4265935,37.8030249,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
2334 Lundy Place (SJC26),2334 Lundy Place,-121.8894616,37.4039431,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
150 South First St,150 South First Street,-121.8813797,37.3238204,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV1,11 Great Oaks Boulevard,-121.7833286,37.2415906,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV3,1735 Lundy Ave,-121.8885624,37.3881855,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Prime San Jose,6580 Via del Oro,-121.7823671,37.2353384,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Element Critical Silicon Valley,1360 Kifer Rd,-121.9874965,37.3720711,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Evocative OAK1,1400 65th Stret,-122.2927661,37.84685993,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite San Jose (SV1),55 South Market Street,-121.8917214,37.3341801,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
QTS Santa Clara I & II,2805/2807 Mission College Blvd,-121.978398,37.3927539,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Rackspace San Jose,150 South 1st St,-121.8879416,37.33364378,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV11,5 Great Oaks Boulevard,-121.7845084,37.242022,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite Santa Clara (SV2),1656 McCarthy Blvd.,-121.9162408,37.4056888,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV10,7 Great Oaks Boulevard,-121.7849556,37.2413955,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY01B,2001 Fortune Drive,-121.8932703,37.4018402,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Evocative SJC7,534 Stockton Ave,-121.9101958,37.3384465,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY01A,2001 Fortune Drive,-121.8928701,37.40208135,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
ColoCrossing SJ1,55 S. Market Street,-121.8917214,37.33422273,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV5,9 Great Oaks Boulevard,-121.7816047,37.2418698,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
H5 Data Centers San Jose,2030 Fortune Dr,-121.8929031,37.4010674,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY06,1849 Fortune Dr,-121.8929031,37.4010674,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY05,2400 Ringwood Ave,-121.8950378,37.4029146,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Synoptek - San Jose Data Center,11 Great Oaks Blvd,-121.7833286,37.2415906,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV12x,95119,-121.7822278,37.2318159,APPROXIMATE,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Lumen San Jose 2,1400 Kifer Road,-121.9859667,37.3720552,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Lumen San Jose,1380 Kifer Road,-121.9876548,37.3734237,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
NaviSIte San Jose,2720 Zanker Road,-121.9266896,37.3926895,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
QTS San Jose,9 Great Oaks Boulevard,-121.7816047,37.2418698,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
365 Main Street (SFO12),365 Main Street,-122.3906972,37.78863243,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Fortress Data Centers,274 Brannan Street,-122.3917204,37.7823363,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Novva San Francisco,400 Paul Ave,-122.3989633,37.7244668,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Colocation America SFDC1,200 Paul Ave,-122.398056,37.7237107,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Data Center 360 Spear Street,360 Spear Street,-122.3899881,37.7890842,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
UnitedLayer San Francisco,200 Paul Ave,-122.398056,37.7237107,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Centersquare - Silicon Valley SFO3-A,1400 Kifer Rd,-121.9859667,37.3720552,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Data Center 365 Main Street,365 Main Street,-122.3906972,37.78863243,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Centersquare - Silicon Valley SFO3-B,1320 Kifer Rd,-121.9889122,37.3727964,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite Santa Clara (SV6),3001 Coronado Dr,-121.9721265,37.37628745,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Data Canopy - San Francisco,630 Third Street,-122.3940731,37.7793699,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
JMA Wired,360 Spear St,-122.3899881,37.7890842,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
ColoServe 360 Spear,360 Spear St,-122.3899881,37.7890842,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV8,529 Bryant St,-122.4066666,37.7727836,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
3105 Alfred Rd (SJC30),3105 Alfred Road,-121.9581002,37.37826676,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
2820 Northwestern Pkwy (SJC34),2820 Northwestern Pkwy,-121.9736174,37.3724282,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
1500 Space Park Dr (SJC14),1500 Space Park Dr,-121.9551544,37.3757193,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
2220 De La Cruz Blvd (SC1),2220 De La Cruz Boulevard,-121.9434003,37.3619616,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
641 Walsh Ave (SJC37),641 Walsh Ave,-121.9469251,37.3709096,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
2403 Walsh St (SJC19),2403 Walsh Street,-121.9699056,37.37037856,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Evocative SJC11,2151 Mission College Blvd,-121.9622415,37.3894282,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CyrusOne SCV1 - Santa Clara,2600 De La Cruz Blvd.,-121.9434537,37.3685806,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV2,1350 Duane Ave,-121.9549689,37.3781646,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Cologix SV1,2050 Martin Ave.,-121.9617379,37.3653921,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Deft Silicon Valley,2820 Northwestern Pkwy,-121.9736174,37.3724282,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
STACK Infrastructure SVY02A,1200 Memorex Dr,-121.9530432,37.3614358,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Datacate Santa Clara,2151 Mission College Blvd,-121.9622415,37.3894282,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
EdgeCore Silicon Valley Campus,2201 Laurelwood Rd,-121.9649217,37.3847138,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite Silicon Valley (SV9),2905 Stender Way,-121.9696175,37.375177,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Centersquare - Silicon Valley SFO1-A,2401 Walsh Ave,-121.9694581,37.3718854,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Centersquare - Silicon Valley SFO2-A,4700 Old Ironsides Dr,-121.9809711,37.3986458,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Colovore SJC02,3060 Raymond St,-121.9530364,37.37733265,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite Santa Clara (SV8),3035 Stender Way,-121.9717215,37.3771996,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Vantage CA3 - Santa Clara III,2590 Walsh Ave,-121.9745047,37.3707768,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV17 (NAP West),3030 Corvin Drive,-121.9886321,37.3765079,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CloudHQ SJC1,552 Reed St,-121.9425961,37.35992133,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Amazon AWS SFO - Mission College Campus,2305 Mission College Blvd,-121.9671293,37.3900212,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite Santa Clara (SV4),2972 Stender Way,-121.9706838,37.3762075,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Centersquare - Silicon Valley SFO1-B,2403 Walsh Ave.,-121.9698841,37.3703658,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Centersquare - Silicon Valley SFO2-B,4650 Old Ironsides Dr,-121.9808325,37.3975802,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
China Telecom Santa Clara,2807 Mission College Blvd,-121.9783138,37.3939893,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV6,444 Toyama Drive,-122.0145748,37.3995678,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite Santa Clara (SV7),3020 Coronado Drive,-121.9728709,37.3764727,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV14,2960 Corvin Drive,-121.9888098,37.3749528,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
CoreSite Santa Clara (SV5),2950 Stender Way,-121.970755,37.375217,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV15,2970 Corvin Drive,-121.988525,37.375705,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Equinix SV16,3000 Corvin Drive,-121.9884071,37.3763211,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Amazon AWS SFO - 960 Central,960 Central Expy,-121.9539218,37.373321,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Amazon AWS SFO - 2305 Mission A,2305 Mission College Blvd,-121.9671293,37.3900212,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Amazon AWS SFO - 2305 Mission B,2305 Mission College Blvd,-121.9671293,37.3900212,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Vantage CA2 - Building 3,737 Mathew St,-121.9473071,37.3644346,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
SoftLayer - SJC01,3105 Alfred St,-121.9581002,37.37827102,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Tata Communications Santa Clara,1100 Space Park,-121.9533236,37.37582117,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Hurricane Fremont 1,760 Mission Ct,-121.9310449,37.48988796,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Hurricane Fremont 2,48233 Warm Springs Blvd,-121.9201106,37.4718094,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
NTT Sacramento CA2,2999 Gold Canal Dr.,-121.268183,38.5944756,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
NTT Sacramento CA1,1625 West National Drive,-121.4986413,38.6443873,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
NTT Sacramento CA3,1312 Striker Avenue,-121.4919202,38.650382,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Datacate Rancho Cordova,2407 AK Street,-121.407521,38.643148,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
EdgeConneX Sacramento - EDCSAC01,10980 Gold Center Dr,-121.2774354,38.592302,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
365 Data Centers - Rancho Cordova,11085 Sun Center Dr,-121.2726172,38.5960891,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
QTS Sacramento,1100 North Market Blvd,-121.4863313,38.6464053,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Quest Roseville HABC,9000 Foothills Blvd,-121.3175455,38.7909551,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Quest McClellan BRC,4235 Forcum Ave,-121.406831,38.6448217,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Consolidated Citrus Heights,7656 Old Auburn Blvd,-121.3494016,38.6586422,GEOMETRIC_CENTER,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Consolidated McClellan,5115 Arnold Blvd,-121.3854133,38.66006505,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Cogent Data Center - Oroville,2405 Bird St,-121.5503741,39.51430197,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Lumen Sacramento 1,1075 Triangle Court,-122.3621101,37.9462201,RANGE_INTERPOLATED,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
TPx Sacramento Data Center,1099 15th St,-121.4870188,38.57737987,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Conscious Data Centers,3141 Data Dr,-121.2821847,38.5869208,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Lumen Sacramento 2,1005 North B Street,-121.4880162,38.5916646,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Prime Data Centers,2407 AK St,-121.4075214,38.64314655,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
DataNOC.com,10321 Placer Lane,-121.3072026,38.5764576,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Modesto City Tower,801 Tenth Street,-120.9985583,37.63854942,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Lumen Modesto,1224 13th Street,-121.000235,37.64535237,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
720 2nd Street (OAK10),720 2nd street,-122.2824907,37.79896018,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Lumen Emeryville 1,5000 Hollis Street,-122.2868548,37.8352695,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
AT&T Hayward,221 W Winton Ave,-122.0962394,37.659391,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Nautilus Stockton,1002 Embarcadero,-121.3690235,37.96418451,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
Lumen Manchester 1,19700 State Hwy,-123.6875595,38.9664958,GoogleMap,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
TWS Hosting,140 Hoffman Lane,-121.0113,39.2683851,RANGE_INTERPOLATED,US-CAL-BANC,31776.44531,3.627448095,47463.53325,5.418211558
Hostrunway Data Center,900 N Alameda St #200,-118.2353984,34.0581105,ROOFTOP,US-CAL-BANC,33566.97482,3.831846441,47463.53325,5.418211558
American Tower EDC Pittsburg,1000 Agnew Rd,-121.9500396,37.3948057,RANGE_INTERPOLATED,US-CAL-BANC,65574.85714,7.485714286,47463.53325,5.418211558
Lumen Philadelphia 3,3020 Market Street,-122.4416768,37.7612635,ROOFTOP,US-CAL-BANC,65574.85714,7.485714286,47463.53325,5.418211558
Lumen Philadelphia 2,701 Market Street,-122.4035562,37.7872727,ROOFTOP,US-CAL-BANC,65574.85714,7.485714286,47463.53325,5.418211558
TierPoint Boston-Charleston,500 Rutherford Avenue,-122.2198208,37.4532425,ROOFTOP,US-CAL-BANC,20830.76471,2.377941176,47463.53325,5.418211558
Tonaquint Oklahoma City Data Center,4442 Newcastle Rd,-121.1040705,38.8346683,RANGE_INTERPOLATED,US-CAL-BANC,51100,5.8333333,47463.53325,5.418211558
Amazon AWS CMH - 6655 Crosby,6655 Crosby Court,-122.1312148,37.4015164,RANGE_INTERPOLATED,US-CAL-BANC,15153.11538,1.729807692,47463.53325,5.418211558
SteelVault OX-1,66 Hawley Rd,-122.3497067,40.6143672,RANGE_INTERPOLATED,US-CAL-BANC,4380,0.5,47463.53325,5.418211558
2260 E El Segundo Blvd (LAX12),2260 East El Segundo Boulevard,-118.3846315,33.9156567,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Centersquare Irvine,2681 Kelvin Ave,-117.8367921,33.6846874,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Hivelocity - Los Angeles 2,600 W. 7th St,-118.2572167,34.04752856,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Hivelocity - Los Angeles 1,624 S Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
West 7 Center,1200 West 7th Street,-118.2658542,34.0513023,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
One Wilshire,624 South Grand Avenue,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC3,600 W. 7th St,-118.2572167,34.04752856,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Equinix LA2,818 W 7th Street,-118.259378,34.048714,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Evocative LAX14,3690 Redondo Beach Avenue,-118.3687331,33.8892478,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
CoreSite One Wilshire (LA1),624 South Grand Avenue,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Prime Los Angeles,4701 S Santa Fe Ave,-118.2310616,34.0011147,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Los Angeles,530 W 6th St,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Evocative LAX2,600 W 7th Street,-118.2805209,34.058142,GEOMETRIC_CENTER,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC4,530 W. 6th St,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Pasadena,2947  Bradley Street,-118.0889006,34.16854603,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
CoreSite Los Angeles (LA2),900 North Alameda,-118.2354035,34.05812835,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
TELEHOUSE Los Angeles Center,626 Wilshire Boulevard,-118.2570021,34.0482582,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Crown Castle Los Angeles LA1,624 S Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC5,650 S. Grand Ave,-118.2561798,34.0474225,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC2,707 Wilshire Blvd,-118.2570021,34.0492187,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
UnitedLayer Los Angeles,624 S Grand Ave,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
DataBank LAX1 - LA One Wilshire,624 South Grand Avenue,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Serverfarm LAX1,444 North Nash Street,-118.3864564,33.9217372,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Crown Castle Los Angeles LA2,609 W 7th St,-118.2568251,34.04764875,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
QuadraNet Los Angeles,530 W. 6th St.,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Centersquare - Los Angeles LAX1,200 N. Nash St,-118.3863261,33.9177324,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Xfernet Data Center,3250 Wilshire Blvd,-118.2930488,34.0609334,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
365 Data Centers - Los Angeles 1,600 W 7th St.,-118.2572167,34.04752856,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Edge Centres EC101 Los Angeles,707 Wilshire Blvd.,-118.2570021,34.0492187,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
CoreSite Los Angeles (LA3),260 Bauchet St.,-118.2355582,34.0593701,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - Burbank,100 S Flower St,-118.2498183,34.056368,RANGE_INTERPOLATED,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Cogent Data Center - La Mirada,16680 Valley View Avenue,-118.0267267,33.8797748,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Colocation America LADC1,624 South Grand Avenue,-118.2553576,34.0479477,ROOFTOP,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
Crown Castle Los Angeles LA3,530 W 6th St,-118.2550835,34.04833297,GoogleMap,US-CAL-CISO,33566.97482,3.831846441,34643.58137,3.954746732
